Taxonomic Identification,Phylum or Class,Date,Station Number,Depth (m),Actual Count,Density (cells/mL),Biovolume (cubic micrometers/mL),Cell Volume (cubic micrometers/cell)
Nitzschia amabilis,BACILLARIOPHYTA,1/10/2018,32.0,2,1,2.00002,720.00716,360.00000
Nitzschia spp.,BACILLARIOPHYTA,1/10/2018,32.0,2,4,111.11467,4666.81625,42.00000
Paralia sulcata,BACILLARIOPHYTA,1/10/2018,32.0,2,6,166.67201,153942.84418,923.62746
Skeletonema sp.,BACILLARIOPHYTA,1/10/2018,32.0,2,2,72.63801,2567.23687,35.34289
Thalassiosira spp.,BACILLARIOPHYTA,1/10/2018,32.0,2,13,361.12269,170174.91278,471.23850
Thalassiosira spp.,BACILLARIOPHYTA,1/10/2018,32.0,2,2,55.55734,75662.38430,1361.87927
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,32.0,2,6,12833.74468,291098.58773,22.68228
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,32.0,2,172,4777.93092,281443.12499,58.90481
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,32.0,2,2,55.55734,3665.30581,65.97339
Unknown Chlorophyte,CHLOROPHYTA,1/10/2018,32.0,2,3,83.33600,981.77834,11.78096
Plagioselmis prolonga,CRYPTOPHYTA,1/10/2018,32.0,2,61,1694.49876,143732.34941,84.82293
Teleaulax sp.,CRYPTOPHYTA,1/10/2018,32.0,2,26,722.24537,676969.41705,937.31223
Eucapsis microscopica,CYANOPHYCEAE,1/10/2018,32.0,2,218,466292.72340,83743.48184,0.17959
Planktothrix sp.,CYANOPHYCEAE,1/10/2018,32.0,2,28,777.80271,4887.07442,6.28318
Unknown Cyanophyte,CYANOPHYCEAE,1/10/2018,32.0,2,20,555.57336,1309.03779,2.35619
Heterocapsa rotundata,DINOPHYCEAE,1/10/2018,32.0,2,1,27.77867,2181.72965,78.53975
Heterocapsa sp.,DINOPHYCEAE,1/10/2018,32.0,2,1,27.77867,24287.01448,874.30450
Unknown Dinoflagellate,DINOPHYCEAE,1/10/2018,32.0,2,1,27.77867,21555.48895,775.97273
Unknown Raphidophyte,RAPHIDOPHYCEAE,1/10/2018,32.0,2,1,27.77867,654.51890,23.56193
Amphora sp.,BACILLARIOPHYTA,1/10/2018,36.0,2,1,2.00002,270.04077,135.01904
Cocconeis sp.,BACILLARIOPHYTA,1/10/2018,36.0,2,2,42.77915,10701.16577,250.14910
Craticula buderi,BACILLARIOPHYTA,1/10/2018,36.0,2,1,21.38957,12095.50919,565.48620
Craticula sp.,BACILLARIOPHYTA,1/10/2018,36.0,2,2,42.77915,5503.45668,128.64811
Cyclotella sp.,BACILLARIOPHYTA,1/10/2018,36.0,2,1,21.38957,1814.32638,84.82293
Diploneis sp.,BACILLARIOPHYTA,1/10/2018,36.0,2,1,2.00002,7879.18610,3939.55386
Navicula spp.,BACILLARIOPHYTA,1/10/2018,36.0,2,2,42.77915,19151.22288,447.67658
Nitzschia spp.,BACILLARIOPHYTA,1/10/2018,36.0,2,16,342.23319,16940.54298,49.50000
Nitzschia spp.,BACILLARIOPHYTA,1/10/2018,36.0,2,1,21.38957,3657.61723,171.00000
Paralia sulcata,BACILLARIOPHYTA,1/10/2018,36.0,2,6,128.33745,60477.54593,471.23850
Surirella sp.,BACILLARIOPHYTA,1/10/2018,36.0,2,1,36.31900,17970.65807,494.80042
Thalassiosira spp.,BACILLARIOPHYTA,1/10/2018,36.0,2,22,470.57064,268318.71210,570.19859
Thalassiosira spp.,BACILLARIOPHYTA,1/10/2018,36.0,2,1,21.38957,58058.44409,2714.33376
Tryblionella compressa,BACILLARIOPHYTA,1/10/2018,36.0,2,1,36.31900,17885.08350,492.44423
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,36.0,2,133,2844.81340,167573.20018,58.90481
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,36.0,2,1,21.38957,1310.34683,61.26100
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,36.0,2,5,106.94787,8298.86325,77.59727
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,36.0,2,1,21.38957,1679.93183,78.53975
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,36.0,2,6,128.33745,18546.44742,144.51314
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,36.0,2,1,21.38957,7022.11505,328.29616
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,36.0,2,1,21.38957,8601.25098,402.12352
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,36.0,2,1,21.38957,13439.45465,628.31800
Monoraphidium sp.,CHLOROPHYTA,1/10/2018,36.0,2,3,64.16872,982.76012,15.31525
Plagioselmis prolonga,CRYPTOPHYTA,1/10/2018,36.0,2,22,470.57064,39028.17631,82.93798
Teleaulax sp.,CRYPTOPHYTA,1/10/2018,36.0,2,5,106.94787,41998.29578,392.69875
Unknown Cryptophyte,CRYPTOPHYTA,1/10/2018,36.0,2,1,21.38957,6450.93823,301.59264
Eucapsis microscopica,CYANOPHYCEAE,1/10/2018,36.0,2,325,347580.58511,93180.21891,0.26808
Unknown Cyanophyte,CYANOPHYCEAE,1/10/2018,36.0,2,37,791.41426,4972.59822,6.28318
Heterocapsa rotundata,DINOPHYCEAE,1/10/2018,36.0,2,2,42.77915,6450.93823,150.79632
Heterocapsa sp.,DINOPHYCEAE,1/10/2018,36.0,2,1,21.38957,17616.88514,823.62018
Heterocapsa triquetra,DINOPHYCEAE,1/10/2018,36.0,2,1,21.38957,30283.57115,1415.80989
Unknown Dinoflagellate,DINOPHYCEAE,1/10/2018,36.0,2,1,36.31900,39117.08322,1077.04177
Unknown Dinoflagellate,DINOPHYCEAE,1/10/2018,36.0,2,1,21.38957,103718.99127,4849.04417
Unknown Raphidophyte,RAPHIDOPHYCEAE,1/10/2018,36.0,2,4,85.55830,40318.36395,471.23850
Achnanthidium minutissimum,BACILLARIOPHYTA,1/10/2018,657.0,2,8,57.03887,2150.31274,37.69908
Achnanthidium sp.,BACILLARIOPHYTA,1/10/2018,657.0,2,6,42.77915,1747.12910,40.84067
Amphora sp.,BACILLARIOPHYTA,1/10/2018,657.0,2,6,42.77915,741.54290,17.33421
Asterionella formosa,BACILLARIOPHYTA,1/10/2018,657.0,2,3,21.38957,13183.45085,616.34938
Aulacoseira sp.,BACILLARIOPHYTA,1/10/2018,657.0,2,6,42.77915,30238.77296,706.85775
Cocconeis sp.,BACILLARIOPHYTA,1/10/2018,657.0,2,6,42.77915,22175.10017,518.36235
Craticula sp.,BACILLARIOPHYTA,1/10/2018,657.0,2,2,14.25972,8063.67279,565.48620
Cyclotella sp.,BACILLARIOPHYTA,1/10/2018,657.0,2,2,14.25972,24258.21564,1701.17099
Cyclotella sp.,BACILLARIOPHYTA,1/10/2018,657.0,2,1,7.12986,19755.99834,2770.88238
Cymbella sp.,BACILLARIOPHYTA,1/10/2018,657.0,2,2,1.33335,533.38678,400.03611
Encyonema sp.,BACILLARIOPHYTA,1/10/2018,657.0,2,2,14.25972,6893.59607,483.43150
Fragilaria sp.,BACILLARIOPHYTA,1/10/2018,657.0,2,1,12.10633,7131.21352,589.04812
Gomphonema parvulum,BACILLARIOPHYTA,1/10/2018,657.0,2,2,1.33335,138.23134,103.67247
Gomphonema sp.,BACILLARIOPHYTA,1/10/2018,657.0,2,1,12.10633,913.62555,75.46674
Melosira sp.,BACILLARIOPHYTA,1/10/2018,657.0,2,1,0.66667,3631.71417,5447.51706
Navicula capitatoradiata,BACILLARIOPHYTA,1/10/2018,657.0,2,1,12.10633,17343.11128,1432.56504
Navicula spp.,BACILLARIOPHYTA,1/10/2018,657.0,2,2,14.25972,10751.56372,753.98160
Navicula spp.,BACILLARIOPHYTA,1/10/2018,657.0,2,1,0.66667,502.65940,753.98160
Navicula tripunctata,BACILLARIOPHYTA,1/10/2018,657.0,2,1,0.66667,1228.37391,1842.54254
Nitzschia acicularis,BACILLARIOPHYTA,1/10/2018,657.0,2,1,7.12986,1026.69957,144.00000
Nitzschia fonticola,BACILLARIOPHYTA,1/10/2018,657.0,2,1,7.12986,411.74931,57.75000
Nitzschia fruticosa,BACILLARIOPHYTA,1/10/2018,657.0,2,1,12.10633,2179.14017,180.00000
Nitzschia spp.,BACILLARIOPHYTA,1/10/2018,657.0,2,6,42.77915,513.34979,12.00000
Nitzschia spp.,BACILLARIOPHYTA,1/10/2018,657.0,2,15,106.94787,22138.20957,207.00000
Reimeria sinuata,BACILLARIOPHYTA,1/10/2018,657.0,2,1,7.12986,705.57137,98.96009
Thalassiosira spp.,BACILLARIOPHYTA,1/10/2018,657.0,2,2,14.25972,3583.85457,251.32720
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,657.0,2,13,92.68816,5459.77845,58.90481
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,657.0,2,1,7.12986,1091.95569,153.15251
Unknown Diatom,BACILLARIOPHYTA,1/10/2018,657.0,2,8,57.03887,154822.51758,2714.33376
Monoraphidium contortum,CHLOROPHYTA,1/10/2018,657.0,2,4,28.51943,1971.12002,69.11498
Mallomonas sp.,CHRYSOPHYCEAE,1/10/2018,657.0,2,1,0.66667,802.50969,1203.75257
Cryptomonas spp.,CRYPTOPHYTA,1/10/2018,657.0,2,1,12.10633,3194.78366,263.89356
Plagioselmis prolonga,CRYPTOPHYTA,1/10/2018,657.0,2,39,278.06447,23586.24291,84.82293
Plagioselmis sp.,CRYPTOPHYTA,1/10/2018,657.0,2,1,7.12986,3657.68198,513.00908
Eucapsis microscopica,CYANOPHYCEAE,1/10/2018,657.0,2,261,93044.64894,16710.28193,0.17959
Planktolyngbya sp.,CYANOPHYCEAE,1/10/2018,657.0,2,16,114.07773,268.78909,2.35619
Unknown Cyanophyte,CYANOPHYCEAE,1/10/2018,657.0,2,7,49.90901,783.96819,15.70795
Torodinium sp.,DINOPHYCEAE,1/10/2018,657.0,2,1,7.12986,25609.62747,3591.88457
Unknown Dinoflagellate,DINOPHYCEAE,1/10/2018,657.0,2,1,0.66667,1605.71753,2408.55233
Unknown Raphidophyte,RAPHIDOPHYCEAE,1/10/2018,657.0,2,2,14.25972,3494.25821,245.04402
Actinoptychus senarius,BACILLARIOPHYTA,2/7/2018,6.0,2,1,1.00001,1206.38256,1206.37056
Aulacoseira sp.,BACILLARIOPHYTA,2/7/2018,6.0,2,1,10.69479,8601.25098,804.24704
Chaetoceros sp.,BACILLARIOPHYTA,2/7/2018,6.0,2,1,10.69479,1007.95910,94.24770
Cocconeis sp.,BACILLARIOPHYTA,2/7/2018,6.0,2,1,10.69479,1965.52024,183.78301
Craticula buderi,BACILLARIOPHYTA,2/7/2018,6.0,2,1,18.15950,8557.45622,471.23850
Cyclotella sp.,BACILLARIOPHYTA,2/7/2018,6.0,2,13,139.03223,20965.54925,150.79632
Encyonema sp.,BACILLARIOPHYTA,2/7/2018,6.0,2,1,10.69479,2054.14067,192.06933
Entomoneis sp.,BACILLARIOPHYTA,2/7/2018,6.0,2,22,235.28532,782596.24362,3326.15841
Fallacia pygmaea,BACILLARIOPHYTA,2/7/2018,6.0,2,1,1.00001,395.84428,395.84034
Humidophila contenta,BACILLARIOPHYTA,2/7/2018,6.0,2,1,10.69479,377.98466,35.34289
Navicula spp.,BACILLARIOPHYTA,2/7/2018,6.0,2,2,21.38957,6350.14232,296.88026
Nitzschia dissipata,BACILLARIOPHYTA,2/7/2018,6.0,2,1,10.69479,2326.11622,217.50000
Nitzschia spp.,BACILLARIOPHYTA,2/7/2018,6.0,2,18,192.50617,7507.74064,39.00000
Nitzschia spp.,BACILLARIOPHYTA,2/7/2018,6.0,2,3,32.08436,56147.63298,1750.00000
Paralia sulcata,BACILLARIOPHYTA,2/7/2018,6.0,2,4,4.00004,1900.68086,475.16549
Planothidium sp.,BACILLARIOPHYTA,2/7/2018,6.0,2,1,10.69479,1607.69476,150.32508
Pseudostaurosira sp.,BACILLARIOPHYTA,2/7/2018,6.0,2,3,32.08436,2948.28036,91.89151
Staurosira sp.,BACILLARIOPHYTA,2/7/2018,6.0,2,2,21.38957,604.77546,28.27431
Tryblionella debilis,BACILLARIOPHYTA,2/7/2018,6.0,2,1,10.69479,6098.15255,570.19858
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,6.0,2,1,1069.47872,9877.99917,9.23627
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,6.0,2,49,524.04457,30868.74740,58.90481
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,6.0,2,1,10.69479,6929.71880,647.95294
Unknown Chlorophyte,CHLOROPHYTA,2/7/2018,6.0,2,2,2138.95745,61454.14630,28.73089
Plagioselmis nannoplanctica,CRYPTOPHYTA,2/7/2018,6.0,2,10,106.94787,41998.29578,392.69875
Plagioselmis prolonga,CRYPTOPHYTA,2/7/2018,6.0,2,142,1518.65979,305344.40966,201.06176
Teleaulax sp.,CRYPTOPHYTA,2/7/2018,6.0,2,5,53.47394,27102.90021,506.84319
Eucapsis microscopica,CYANOPHYCEAE,2/7/2018,6.0,2,298,318704.65957,57237.51740,0.17959
Heterocapsa rotundata,DINOPHYCEAE,2/7/2018,6.0,2,1,10.69479,1280.95922,119.77417
Unknown Dinoflagellate,DINOPHYCEAE,2/7/2018,6.0,2,2,21.38957,32030.70025,1497.49123
Unknown Haptophyte,HAPTOPHYTA,2/7/2018,6.0,2,1,10.69479,1092.58286,102.16032
Actinoptychus senarius,BACILLARIOPHYTA,2/7/2018,13.0,2,1,0.40000,680.47516,1701.17099
Chaetoceros sp.,BACILLARIOPHYTA,2/7/2018,13.0,2,1,4.80665,1162.73933,241.90243
Cocconeis sp.,BACILLARIOPHYTA,2/7/2018,13.0,2,1,0.40000,294.05575,735.13206
Craticula buderi,BACILLARIOPHYTA,2/7/2018,13.0,2,1,0.40000,314.16213,785.39750
Cyclotella sp.,BACILLARIOPHYTA,2/7/2018,13.0,2,1,4.80665,1208.04087,251.32720
Cyclotella sp.,BACILLARIOPHYTA,2/7/2018,13.0,2,1,4.80665,5798.59616,1206.37056
Nitzschia spp.,BACILLARIOPHYTA,2/7/2018,13.0,2,5,24.03323,937.29596,39.00000
Nitzschia spp.,BACILLARIOPHYTA,2/7/2018,13.0,2,1,0.40000,528.00525,1320.00000
Paralia sulcata,BACILLARIOPHYTA,2/7/2018,13.0,2,3,1.20001,1140.40851,950.33098
Thalassiosira spp.,BACILLARIOPHYTA,2/7/2018,13.0,2,26,124.97279,34353.66217,274.88912
Thalassiosira spp.,BACILLARIOPHYTA,2/7/2018,13.0,2,1,4.80665,13046.84137,2714.33376
Thalassiosira spp.,BACILLARIOPHYTA,2/7/2018,13.0,2,1,4.80665,640805.27815,133316.51324
Tryblionella sp.,BACILLARIOPHYTA,2/7/2018,13.0,2,1,0.40000,306.30807,765.76256
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,13.0,2,86,413.37155,24349.57374,58.90481
Pyramimonas spp.,CHLOROPHYTA,2/7/2018,13.0,2,1,4.80665,56.62692,11.78096
Pyramimonas spp.,CHLOROPHYTA,2/7/2018,13.0,2,2,9.61329,698.24762,72.63356
Unknown Chlorophyte,CHLOROPHYTA,2/7/2018,13.0,2,1,213.89574,1749.92899,8.18122
Cryptomonas spp.,CRYPTOPHYTA,2/7/2018,13.0,2,1,4.80665,6699.59331,1393.81876
Plagioselmis prolonga,CRYPTOPHYTA,2/7/2018,13.0,2,113,543.15099,46071.65858,84.82293
Teleaulax sp.,CRYPTOPHYTA,2/7/2018,13.0,2,51,245.13894,96265.75663,392.69875
Unknown Cryptophyte,CRYPTOPHYTA,2/7/2018,13.0,2,2,427.79149,2687.89093,6.28318
Eucapsis microscopica,CYANOPHYCEAE,2/7/2018,13.0,2,281,60104.70426,10794.45798,0.17959
Heterocapsa rotundata,DINOPHYCEAE,2/7/2018,13.0,2,10,48.06646,1812.06130,37.69908
Heterocapsa sp.,DINOPHYCEAE,2/7/2018,13.0,2,1,4.80665,724.82452,150.79632
Unknown Euglenophyte,EUGLENOPHYTA,2/7/2018,13.0,2,1,4.80665,5556.98799,1156.10512
Pseudopedinella pyriformis,RAPHIDOPHYCEAE,2/7/2018,13.0,2,1,4.80665,19062.16006,3965.79242
Actinoptychus senarius,BACILLARIOPHYTA,2/7/2018,18.0,2,1,6.68424,30238.77296,4523.88960
Asterionellopsis glacialis,BACILLARIOPHYTA,2/7/2018,18.0,2,1,6.68424,1323.47992,198.00000
Aulacoseira sp.,BACILLARIOPHYTA,2/7/2018,18.0,2,1,6.68424,892.46379,133.51758
Chaetoceros sp.,BACILLARIOPHYTA,2/7/2018,18.0,2,2,13.36848,6824.72306,510.50838
Cyclotella sp.,BACILLARIOPHYTA,2/7/2018,18.0,2,2,13.36848,1133.95399,84.82293
Nitzschia spp.,BACILLARIOPHYTA,2/7/2018,18.0,2,4,26.73697,2646.95984,99.00000
Nitzschia spp.,BACILLARIOPHYTA,2/7/2018,18.0,2,1,6.68424,751.97723,112.50000
Nitzschia spp.,BACILLARIOPHYTA,2/7/2018,18.0,2,1,6.68424,814.14068,121.80000
Odontella aurita,BACILLARIOPHYTA,2/7/2018,18.0,2,1,0.40000,4101.70070,10254.14976
Paralia sulcata,BACILLARIOPHYTA,2/7/2018,18.0,2,1,7.26380,4820.70034,663.66089
Planothidium frequentissimum,BACILLARIOPHYTA,2/7/2018,18.0,2,1,6.68424,1228.45015,183.78302
Thalassiosira spp.,BACILLARIOPHYTA,2/7/2018,18.0,2,12,80.21090,37798.46620,471.23850
Thalassiosira spp.,BACILLARIOPHYTA,2/7/2018,18.0,2,3,1.20001,1108.36398,923.62746
Trigonium alternans,BACILLARIOPHYTA,2/7/2018,18.0,2,2,13.36848,64435.88531,4819.98446
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,18.0,2,3,641.68723,25513.96469,39.76075
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,18.0,2,124,828.84601,48823.01885,58.90481
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,18.0,2,2,13.36848,882.31995,66.00000
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,18.0,2,1,7.26380,1430.80668,196.97769
Pyramimonas longicauda,CHLOROPHYTA,2/7/2018,18.0,2,4,26.73697,9799.60235,366.51883
Pyramimonas spp.,CHLOROPHYTA,2/7/2018,18.0,2,6,40.10545,1574.93609,39.26988
Unknown Chlorophyte,CHLOROPHYTA,2/7/2018,18.0,2,1,213.89574,3023.87730,14.13716
Octactis speculum,CHRYSOPHYCEAE,2/7/2018,18.0,2,1,0.40000,969.81848,2424.52208
Plagioselmis prolonga,CRYPTOPHYTA,2/7/2018,18.0,2,57,381.00180,29527.99381,77.50093
Teleaulax sp.,CRYPTOPHYTA,2/7/2018,18.0,2,41,274.05392,138902.36359,506.84319
Eucapsis microscopica,CYANOPHYCEAE,2/7/2018,18.0,2,281,60104.70426,10794.45798,0.17959
Akashiwo sanguinea,DINOPHYCEAE,2/7/2018,18.0,2,6,40.10545,1397703.28367,34850.70507
Alexandrium sp.,DINOPHYCEAE,2/7/2018,18.0,2,1,7.26380,20883.99649,2875.07845
Heterocapsa rotundata,DINOPHYCEAE,2/7/2018,18.0,2,23,153.73757,5916.50992,38.48448
Lebouridinium glaucum,DINOPHYCEAE,2/7/2018,18.0,2,2,0.80001,921.54223,1151.91633
Tripos fusus,DINOPHYCEAE,2/7/2018,18.0,2,1,6.68424,270392.02772,40452.16000
Unknown Dinoflagellate,DINOPHYCEAE,2/7/2018,18.0,2,4,26.73697,7884.48006,294.89058
Unknown Dinoflagellate,DINOPHYCEAE,2/7/2018,18.0,2,2,13.36848,16561.32797,1238.83366
Unknown Euglenophyte,EUGLENOPHYTA,2/7/2018,18.0,2,1,6.68424,3477.98387,520.32584
Unknown Euglenophyte,EUGLENOPHYTA,2/7/2018,18.0,2,1,6.68424,11287.04199,1688.60463
Unknown Haptophyte,HAPTOPHYTA,2/7/2018,18.0,2,3,20.05273,2267.90797,113.09724
Heterosigma akashiwo,RAPHIDOPHYCEAE,2/7/2018,18.0,2,4,26.73697,18199.26151,680.67783
Actinoptychus senarius,BACILLARIOPHYTA,2/7/2018,22.0,2,1,0.40000,907.30022,2268.22798
Chaetoceros sp.,BACILLARIOPHYTA,2/7/2018,22.0,2,1,0.40000,512.83825,1282.08288
Cyclotella sp.,BACILLARIOPHYTA,2/7/2018,22.0,2,1,0.40000,369.45466,923.62746
Hippodonta sp.,BACILLARIOPHYTA,2/7/2018,22.0,2,1,7.50511,742.70670,98.96009
Nitzschia spp.,BACILLARIOPHYTA,2/7/2018,22.0,2,2,15.01023,480.32729,32.00000
Odontella aurita,BACILLARIOPHYTA,2/7/2018,22.0,2,1,0.40000,3562.59850,8906.40765
Paralia sulcata,BACILLARIOPHYTA,2/7/2018,22.0,2,1,7.50511,4279.40530,570.19859
Plagiolemma confusum,BACILLARIOPHYTA,2/7/2018,22.0,2,1,0.40000,7485.85512,18714.45163
Rhizosolenia setigera,BACILLARIOPHYTA,2/7/2018,22.0,2,1,0.40000,14098.38979,35245.62387
Thalassiosira eccentrica,BACILLARIOPHYTA,2/7/2018,22.0,2,1,0.40000,907.30022,2268.22798
Thalassiosira spp.,BACILLARIOPHYTA,2/7/2018,22.0,2,24,180.12273,102705.72712,570.19859
Thalassiosira spp.,BACILLARIOPHYTA,2/7/2018,22.0,2,1,0.40000,726.34283,1815.83902
Thalassiosira spp.,BACILLARIOPHYTA,2/7/2018,22.0,2,1,7.26380,32860.63189,4523.88960
Trigonium alternans,BACILLARIOPHYTA,2/7/2018,22.0,2,1,0.40000,4649.91361,11624.66840
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,22.0,2,6,1283.37447,32254.69116,25.13272
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,22.0,2,175,1313.39492,77365.28171,58.90481
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,22.0,2,1,0.40000,100.37480,250.93450
Pyramimonas spp.,CHLOROPHYTA,2/7/2018,22.0,2,6,45.03068,530.50479,11.78096
Pyramimonas spp.,CHLOROPHYTA,2/7/2018,22.0,2,3,22.51534,1273.21149,56.54862
Plagioselmis prolonga,CRYPTOPHYTA,2/7/2018,22.0,2,40,300.20455,25464.22986,84.82293
Teleaulax sp.,CRYPTOPHYTA,2/7/2018,22.0,2,35,262.67898,103153.70894,392.69875
Unknown Cryptophyte,CRYPTOPHYTA,2/7/2018,22.0,2,1,7.50511,1839.08327,245.04402
Eucapsis microscopica,CYANOPHYCEAE,2/7/2018,22.0,2,278,59463.01702,10679.21466,0.17959
Akashiwo sanguinea,DINOPHYCEAE,2/7/2018,22.0,2,1,7.50511,795757.18326,106028.66250
Gyrodinium spp.,DINOPHYCEAE,2/7/2018,22.0,2,1,0.40000,511.45594,1278.62713
Heterocapsa rotundata,DINOPHYCEAE,2/7/2018,22.0,2,15,112.57671,13483.78127,119.77417
Heterocapsa sp.,DINOPHYCEAE,2/7/2018,22.0,2,2,0.80001,586.43597,733.03767
Tripos sp.,DINOPHYCEAE,2/7/2018,22.0,2,1,7.26380,359915.19874,49549.15748
Unknown Dinoflagellate,DINOPHYCEAE,2/7/2018,22.0,2,1,0.40000,147.44676,368.61323
Unknown Dinoflagellate,DINOPHYCEAE,2/7/2018,22.0,2,1,7.50511,16095.90826,2144.65877
Unknown Dinoflagellate,DINOPHYCEAE,2/7/2018,22.0,2,1,0.40000,1663.38373,4158.41796
Unknown Euglenophyte,EUGLENOPHYTA,2/7/2018,22.0,2,1,0.40000,175.30247,438.25180
Heterosigma akashiwo,RAPHIDOPHYCEAE,2/7/2018,22.0,2,1,7.50511,5501.53114,733.03767
Actinoptychus senarius,BACILLARIOPHYTA,2/7/2018,27.0,2,1,8.91232,5081.79379,570.19859
Chaetoceros sp.,BACILLARIOPHYTA,2/7/2018,27.0,2,1,0.40000,301.59564,753.98160
Cyclotella sp.,BACILLARIOPHYTA,2/7/2018,27.0,2,1,0.40000,369.45466,923.62746
Entomoneis sp.,BACILLARIOPHYTA,2/7/2018,27.0,2,1,7.26380,23641.39906,3254.68724
Navicula spp.,BACILLARIOPHYTA,2/7/2018,27.0,2,1,7.26380,7017.11410,966.03893
Nitzschia spp.,BACILLARIOPHYTA,2/7/2018,27.0,2,6,53.47394,1764.63989,33.00000
Nitzschia spp.,BACILLARIOPHYTA,2/7/2018,27.0,2,2,17.82465,22245.15745,1248.00000
Paralia sulcata,BACILLARIOPHYTA,2/7/2018,27.0,2,1,8.91232,4199.82958,471.23850
Plagiolemma confusum,BACILLARIOPHYTA,2/7/2018,27.0,2,1,7.26380,95843.50968,13194.67800
Thalassiosira spp.,BACILLARIOPHYTA,2/7/2018,27.0,2,10,89.12323,50817.93790,570.19859
Thalassiosira spp.,BACILLARIOPHYTA,2/7/2018,27.0,2,1,0.40000,3629.20087,9072.91192
Ulnaria sp.,BACILLARIOPHYTA,2/7/2018,27.0,2,1,0.40000,659.74046,1649.33475
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,27.0,2,3,641.68723,9071.63189,14.13716
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,27.0,2,180,1604.21809,94496.16551,58.90481
Pyramimonas spp.,CHLOROPHYTA,2/7/2018,27.0,2,3,26.73697,377.98466,14.13716
Unknown Chlorophyte,CHLOROPHYTA,2/7/2018,27.0,2,1,213.89574,3149.87218,14.72620
Plagioselmis prolonga,CRYPTOPHYTA,2/7/2018,27.0,2,38,338.66826,28726.83432,84.82293
Teleaulax sp.,CRYPTOPHYTA,2/7/2018,27.0,2,42,374.31755,127394.83054,340.33892
Unknown Cryptophyte,CRYPTOPHYTA,2/7/2018,27.0,2,1,8.91232,2351.90456,263.89356
Eucapsis microscopica,CYANOPHYCEAE,2/7/2018,27.0,2,362,77430.25957,13906.02772,0.17959
Heterocapsa rotundata,DINOPHYCEAE,2/7/2018,27.0,2,15,133.68484,17135.30468,128.17687
Heterocapsa triquetra,DINOPHYCEAE,2/7/2018,27.0,2,1,0.40000,354.79376,886.97558
Lebouridinium glaucum,DINOPHYCEAE,2/7/2018,27.0,2,1,7.26380,2875.30529,395.84034
Unknown Dinoflagellate,DINOPHYCEAE,2/7/2018,27.0,2,1,8.91232,3285.20003,368.61323
Unknown Dinoflagellate,DINOPHYCEAE,2/7/2018,27.0,2,2,14.52760,6318.97781,434.96361
Unknown Dinoflagellate,DINOPHYCEAE,2/7/2018,27.0,2,1,8.91232,11040.88531,1238.83366
Unknown Euglenophyte,EUGLENOPHYTA,2/7/2018,27.0,2,1,0.40000,184.94724,462.36351
Unknown Raphidophyte,RAPHIDOPHYCEAE,2/7/2018,27.0,2,1,8.91232,209.99148,23.56193
Actinoptychus senarius,BACILLARIOPHYTA,2/7/2018,32.0,2,1,7.92206,3733.18185,471.23850
Amphora sp.,BACILLARIOPHYTA,2/7/2018,32.0,2,1,7.26380,188.88039,26.00297
Nitzschia spp.,BACILLARIOPHYTA,2/7/2018,32.0,2,5,39.61032,3446.09811,87.00000
Paralia sulcata,BACILLARIOPHYTA,2/7/2018,32.0,2,5,39.61032,9955.15159,251.32720
Thalassiosira spp.,BACILLARIOPHYTA,2/7/2018,32.0,2,5,39.61032,5973.09096,150.79632
Thalassiosira spp.,BACILLARIOPHYTA,2/7/2018,32.0,2,1,7.92206,9556.94553,1206.37056
Tryblionella hyalina,BACILLARIOPHYTA,2/7/2018,32.0,2,1,7.26380,13977.17850,1924.22388
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,32.0,2,4,1711.16596,54429.79134,31.80860
Unknown Diatom,BACILLARIOPHYTA,2/7/2018,32.0,2,180,1425.97163,120955.09186,84.82293
Pyramimonas spp.,CHLOROPHYTA,2/7/2018,32.0,2,2,15.84413,216.52455,13.66592
Unknown Chlorophyte,CHLOROPHYTA,2/7/2018,32.0,2,1,7.92206,1304.25759,164.63607
